Device: PM2003001		2022:11:08    11:16:12,087  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:16:12,089
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,674	-13,784	-13,802	-13,899	-13,927	-13,945	-13,954	-13,964	-13,965	-13,970	-13,958	-13,935	-13,883	-13,795	-13,678	-0,309	-0,231	-0,178	-0,123	-0,096	-0,063	-0,035	-0,018	0,010	0,037	0,079	0,121	0,161	0,186	0,152	0,000	0,000
1,000	-17,673	-17,693	-17,600	-17,396	-17,248	-17,142	-17,078	-17,025	-16,977	-16,947	-16,902	-16,854	-16,801	-16,711	-16,601	-0,086	0,117	0,198	0,329	0,340	0,303	0,280	0,252	0,231	0,228	0,218	0,223	0,226	0,227	0,171	0,000	0,000
2,000	-10,714	-10,701	-10,661	-10,520	-10,406	-10,330	-10,283	-10,247	-10,193	-10,163	-10,097	-10,022	-9,926	-9,774	-9,599	0,015	0,102	0,165	0,252	0,261	0,241	0,249	0,239	0,249	0,264	0,286	0,319	0,343	0,351	0,264	0,000	0,000
3,000	-21,094	-21,113	-21,035	-20,707	-20,482	-20,347	-20,282	-20,215	-20,163	-20,153	-20,112	-20,082	-20,031	-19,931	-19,816	-0,025	0,214	0,328	0,483	0,464	0,391	0,341	0,290	0,252	0,214	0,206	0,216	0,224	0,232	0,172	0,000	0,000
4,000	-11,213	-11,337	-11,233	-11,244	-11,213	-11,205	-11,214	-11,206	-11,205	-11,184	-11,158	-11,088	-10,962	-10,759	-10,494	-0,350	-0,062	-0,048	0,015	0,034	0,050	0,068	0,083	0,111	0,172	0,248	0,332	0,412	0,464	0,380	0,000	0,000
5,000	-12,267	-12,149	-12,311	-12,323	-12,331	-12,298	-12,287	-12,288	-12,258	-12,255	-12,209	-12,132	-12,003	-11,785	-11,495	0,066	-0,135	-0,092	0,005	0,025	0,041	0,076	0,104	0,142	0,191	0,270	0,359	0,453	0,500	0,408	0,000	0,000
6,000	-8,382	-8,355	-8,254	-8,107	-8,007	-7,949	-7,917	-7,887	-7,847	-7,828	-7,772	-7,716	-7,633	-7,490	-7,328	0,067	0,193	0,210	0,252	0,239	0,211	0,207	0,200	0,204	0,208	0,239	0,276	0,301	0,325	0,247	0,000	0,000
7,000	-7,082	-7,040	-7,041	-6,952	-6,895	-6,871	-6,850	-6,841	-6,823	-6,825	-6,805	-6,782	-6,752	-6,704	-6,647	0,015	0,033	0,077	0,125	0,105	0,083	0,086	0,081	0,081	0,078	0,085	0,097	0,099	0,113	0,082	0,000	0,000
8,000	-20,039	-20,250	-20,269	-20,407	-20,409	-20,462	-20,504	-20,537	-20,565	-20,617	-20,633	-20,656	-20,657	-20,619	-20,562	-0,363	-0,256	-0,236	-0,177	-0,162	-0,159	-0,153	-0,142	-0,128	-0,106	-0,063	-0,024	0,008	0,059	0,062	0,000	0,000
9,000	-9,699	-9,643	-9,579	-9,373	-9,227	-9,111	-9,045	-8,994	-8,933	-8,900	-8,839	-8,780	-8,698	-8,573	-8,427	0,069	0,165	0,242	0,357	0,360	0,333	0,319	0,287	0,272	0,263	0,270	0,287	0,297	0,299	0,231	0,000	0,000
